Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Current reputation,Domestic reputation,World reputation,Race,RCA,Colour of skin,Date of birth,Number of national team appearances,Goals scored for the national team,Salary,Rental club,UID
Myles Peart-Harris,M/AM C,19,108,-75,England,Brentford,10,11,11,12,11,12,10,11,7,5,10,11,8,13,9,10,12,14,13,13,11,12,13,6,10,6,10,11,14,8,12,13,13,14,12,11,13,7,12,3,14,1,1,1,2,3,1,3,1,2,3,2,13,12,4,10,11,11,11,12,1,1,1,1,1,1,14,1,20,1,14,20,14,1,187,84,12,20,44865603,5400,5400,3750,African_Caribbean,100,7,2002/9/18,0,0,5800,Forest Green Rovers,28124576
Miloš Drinčić,D C,22,108,137,Montenegro,FK Sutjeska Nikšić,4,4,5,6,12,1,14,7,5,12,11,7,13,8,12,11,11,11,12,4,12,13,5,13,9,11,11,11,10,11,10,13,12,10,13,12,12,8,13,7,15,3,3,1,2,3,2,3,1,3,1,1,18,11,7,13,10,13,12,13,1,1,20,14,1,1,1,1,1,1,1,1,1,1,193,86,10,20,1031498,5250,5300,2800,Mediterranean_Hispanic,99,6,1999/9/14,0,0,652,,62199760
Erik Shuranov,S,20,108,-75,"Germany,Ukraine",1. FC Nürnberg,4,7,11,13,11,6,13,9,5,3,10,13,4,11,12,13,13,12,10,10,10,15,11,11,15,5,10,13,12,12,13,13,15,12,12,13,12,8,13,9,8,3,1,3,1,3,3,1,2,1,2,3,11,12,2,11,13,12,9,16,1,1,1,1,1,1,1,1,1,1,10,1,13,20,184,84,10,20,10320000,5350,5350,3350,Northern_European,108,2,2002/2/22,0,0,3682,,91203204
Artem Karpukas,DM,20,108,-75,Russia,Lokomotiv Moscow,8,6,10,8,10,8,9,9,7,13,10,8,14,10,12,13,13,11,13,10,10,15,9,8,10,12,14,14,11,12,12,11,11,12,14,10,14,10,7,9,7,2,2,1,1,3,2,4,2,3,1,3,14,13,2,11,13,15,10,17,1,1,1,1,1,1,20,1,14,1,1,1,1,1,184,75,10,20,17454238,5250,5250,2854,Northern_European,103,4,2002/6/19,0,0,862,,2000082337
Cem Türkmen,DM/M/AM C,20,108,136,"Turkey,Germany",Clermont Foot 63,9,4,11,11,14,9,9,10,8,11,15,3,13,15,11,11,10,5,11,10,13,4,13,12,10,15,10,13,15,15,6,5,13,15,8,7,10,5,19,11,13,3,1,3,3,2,3,1,2,2,1,1,9,10,1,13,12,8,11,12,1,1,7,1,1,1,16,1,20,1,1,16,1,1,175,65,5,20,2460799,5150,4617,1333,Mediterranean_Hispanic,104,6,2002/3/29,0,0,1681,Sportclub Austria Lustenau,91203875
Rocco Reitz,M C,20,108,139,Germany,Borussia Mönchengladbach,12,11,11,9,13,12,6,11,3,11,13,8,12,14,13,11,12,12,10,13,11,12,12,6,12,11,12,12,12,11,12,7,13,12,13,8,11,9,11,7,10,1,3,2,3,4,3,3,1,1,2,3,10,12,4,14,9,12,10,9,1,1,1,1,1,1,15,12,20,12,10,15,10,8,176,72,11,20,3775000,5400,5400,3900,Northern_European,108,2,2002/5/29,0,0,7671,,91206105
Fernando Henrique,DM C,21,108,135,Brazil,GRE,6,7,9,7,11,7,10,10,8,12,14,7,12,13,13,12,13,12,11,13,12,13,5,3,8,11,13,13,11,11,11,10,14,11,13,11,12,5,4,4,14,3,1,2,2,3,2,3,3,3,3,2,14,13,4,13,12,13,10,11,1,1,1,1,1,1,20,1,15,1,1,1,1,1,182,0,15,20,1152586,5383,5383,1804,Mediterranean_Hispanic,108,13,2001/6/1,0,0,1514,,19365574
David Romero,S,19,108,-75,Argentina,Club Atlético Talleres de Córdoba,7,8,14,13,11,7,10,9,5,6,11,8,9,13,11,15,12,11,10,12,11,6,13,8,14,10,10,10,12,13,12,9,11,13,12,13,13,7,12,11,11,1,1,1,2,1,3,1,1,3,2,3,16,11,3,11,13,11,10,14,1,1,1,1,1,1,1,1,1,1,1,10,1,20,179,77,10,20,5705346,5150,5150,2100,Mediterranean_Hispanic,110,8,2003/3/25,0,0,2286,,14225980
Noel López,S RL,19,108,-8,Spain,R. Madrid,9,11,12,13,15,9,11,10,4,9,15,8,7,12,12,15,6,10,10,11,9,7,9,13,13,9,9,14,11,14,15,11,10,12,14,6,20,6,7,11,10,2,2,3,3,2,3,2,2,3,2,1,18,13,6,11,11,13,12,10,1,1,1,1,1,1,1,1,1,1,15,1,15,20,181,0,11,20,14388000,5400,5400,3000,Mediterranean_Hispanic,110,3,2003/3/17,0,0,2335,,2000053498
Luke Cundle,M/AM RLC,20,108,-75,England,Wolverhampton Wanderers,12,12,11,11,14,9,6,12,3,9,13,5,8,13,8,12,10,13,10,12,12,16,11,7,12,13,13,11,13,13,14,8,10,11,13,8,9,7,14,10,11,2,2,4,1,1,1,1,3,3,3,3,9,12,6,11,11,11,10,10,1,1,1,1,1,1,10,12,20,12,15,18,15,1,170,62,8,20,27629231,5400,5400,3008,Northern_European,108,1,2002/4/26,0,0,11599,Swansea City,28122346
Rafa Marín,D C,20,108,147,Spain,R. Madrid,6,3,5,5,9,9,14,7,13,12,8,7,13,9,12,12,14,14,12,5,11,4,4,15,6,12,12,13,11,9,12,16,14,9,15,15,14,9,9,7,7,3,3,2,2,1,3,3,2,3,2,2,8,12,4,11,9,11,12,14,1,1,20,1,1,1,1,1,1,1,1,1,1,1,190,78,4,20,4687999,5400,5400,3000,Mediterranean_Hispanic,106,4,2002/5/19,0,0,2335,,2000051886
Arthur Sousa,S,19,108,-75,Brazil,COR,5,7,11,12,11,7,12,10,8,4,6,6,4,11,7,11,7,12,12,8,12,15,8,8,12,7,10,11,12,12,14,11,9,13,11,13,16,7,7,11,11,1,3,1,3,4,3,1,2,1,3,1,19,13,6,12,11,10,11,15,1,1,1,1,1,1,1,1,1,1,1,1,1,20,184,72,14,20,5218312,5068,5068,2090,Mediterranean_Hispanic,104,14,2003/3/12,0,0,1003,,2000031431
Hákon Rafn Valdimarsson,GK,20,108,144,Iceland,IF Elfsborg,6,7,1,3,7,7,3,3,1,3,8,1,1,7,8,11,14,11,12,7,11,14,3,6,1,11,11,10,10,12,12,15,12,10,10,12,13,6,12,5,10,12,14,9,5,13,12,13,13,8,7,11,14,12,5,10,14,12,15,15,20,1,1,1,1,1,1,1,1,1,1,1,1,1,188,0,8,20,1118275,5400,4446,1350,Northern_European,106,1,2001/10/13,2,0,1165,,39053746
Ivonei,AM C,20,108,-75,Brazil,SAN,13,13,11,10,13,12,6,14,5,10,11,7,10,14,5,11,10,10,12,13,13,14,13,10,13,5,10,10,13,13,9,6,10,13,10,9,13,5,9,10,12,1,2,1,1,1,2,1,1,3,4,1,18,11,1,13,14,11,13,10,1,1,1,1,1,1,1,1,12,1,1,20,1,1,175,71,11,20,6418825,5242,5242,1470,African_Caribbean,109,13,2002/4/16,0,0,1234,,19368080
Sava Čestić,D C,21,108,137,"Serbia,Germany",,5,5,9,6,10,7,14,7,12,13,10,7,14,10,10,12,12,10,12,8,10,13,8,6,5,14,13,12,9,11,14,16,13,11,12,14,9,10,12,14,8,4,3,2,2,2,3,1,2,2,3,3,12,13,7,13,14,13,13,13,1,5,20,10,1,1,13,1,5,1,1,1,1,1,192,87,8,20,-1,5250,5400,3750,Northern_European,109,2,2001/2/19,2,0,,,91207695
Pablo Minissale,D C,21,108,135,Argentina,Asociación Atlética Argentinos Juniors,6,5,8,5,10,3,13,5,7,13,10,6,12,9,14,12,11,9,8,5,15,9,6,7,11,13,9,13,11,14,10,12,12,13,8,8,11,8,18,6,17,3,1,1,2,4,1,2,2,3,3,1,10,12,4,11,14,11,11,15,1,1,20,1,1,1,1,1,1,1,1,1,1,1,182,79,9,20,1995204,4500,4572,1625,Mediterranean_Hispanic,101,255,2001/1/14,0,0,270,,14253403
Igor Jesus,S,21,108,-75,Brazil,Shabab Al-Ahli Dubai Football Club,6,10,12,12,11,8,12,10,7,5,11,13,7,11,11,12,13,11,10,11,10,13,10,7,12,7,11,12,13,13,13,11,13,13,13,12,13,5,14,6,10,3,1,2,2,1,3,2,1,1,1,3,14,11,4,13,13,13,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,20,180,73,10,20,10898055,5400,5400,1250,Mediterranean_Hispanic,108,13,2001/2/25,0,0,23544,,19377081
Amane Romeo,DM/M C,19,108,-75,Ivory Coast,BK Häcken,6,8,13,7,13,6,8,7,5,12,12,6,12,13,13,12,11,12,12,13,13,14,13,7,13,13,11,12,13,14,12,7,12,12,12,8,12,8,9,5,8,3,3,3,2,3,3,3,1,2,1,2,13,13,5,9,10,12,12,12,1,1,1,1,1,1,18,1,20,1,1,12,1,1,169,0,9,20,1027694,5400,5000,500,African_Caribbean,109,16,2003/7/1,0,0,559,,2000158118
Mark Zabukovnik,DM/M C,21,108,138,Slovenia,NK Celje,10,10,12,10,12,10,10,11,10,10,14,7,13,12,11,11,11,11,11,14,13,13,13,11,11,13,13,13,12,12,10,15,14,12,11,11,12,14,6,5,16,1,1,3,2,2,3,3,2,1,3,2,12,11,5,10,11,13,11,12,1,1,12,1,1,1,20,1,18,1,1,1,1,1,190,0,8,20,1159999,5200,5200,2500,Northern_European,114,4,2000/12/27,0,0,755,,62235659
Kwame Poku,AM RLC,20,107,135,"Ghana,England",Peterborough United,11,12,14,10,13,9,6,12,2,6,9,8,8,12,5,8,8,11,8,10,8,16,14,4,11,5,10,11,14,12,14,7,11,14,12,8,9,4,10,4,13,3,3,3,1,1,3,4,3,1,3,4,12,15,5,5,11,10,10,5,1,1,1,1,1,1,1,15,1,15,17,19,20,1,179,0,20,11,7189168,5350,5350,2000,African_Caribbean,102,16,2001/8/11,1,0,2900,,29228252
Andrea Ghion,DM/M C,22,107,139,Italy,U.S. Sassuolo,10,9,12,5,13,10,9,12,5,11,14,9,12,14,12,13,10,10,13,13,12,11,9,11,12,12,13,13,12,11,11,10,9,12,10,11,12,12,11,6,10,2,2,1,3,3,2,1,3,2,2,1,11,9,6,9,10,10,8,10,1,1,1,1,1,1,20,1,20,1,1,1,1,1,176,74,7,20,1601999,5350,5350,2700,Northern_European,108,2,2000/2/23,0,0,3948,Catanzaro,43317768
Tom Lacoux,DM C,20,107,138,France,FC Girondins de Bordeaux,5,6,11,8,10,7,10,9,6,13,11,8,13,13,13,15,15,12,13,9,10,14,6,12,10,15,14,15,11,13,12,11,12,11,14,8,12,8,13,6,12,2,1,1,1,1,1,3,4,1,2,2,12,14,8,14,14,15,12,8,1,1,1,12,1,12,20,1,15,1,1,1,1,1,182,77,7,20,3076000,5348,5348,2498,Northern_European,106,4,2002/1/25,0,0,3121,,49048682
Myron van Brederode,AM/S RLC,19,107,-8,Holland,AZ Alkmaar,10,8,14,13,13,13,5,12,3,4,8,14,5,13,9,11,10,12,8,9,8,13,13,3,13,3,9,10,14,13,15,7,13,14,11,9,12,7,13,5,8,1,3,1,2,3,1,1,1,1,3,3,13,14,6,7,11,13,11,20,1,1,1,1,1,1,1,1,1,1,20,16,18,19,174,0,8,20,39850000,5250,5250,3302,African_Caribbean,99,12,2003/7/6,0,0,1373,,37084822
Ilyes Hamache,M/AM RL,19,107,-75,"France,Algeria",Valenciennes FC,7,9,13,11,16,10,7,13,10,10,12,6,10,16,11,13,10,8,12,12,12,2,13,7,11,10,11,12,13,13,11,5,15,13,8,6,12,9,11,13,12,2,2,2,3,2,3,4,3,3,2,3,8,12,1,11,11,10,13,11,1,1,1,1,1,1,1,17,1,15,20,1,17,14,169,0,20,11,4155000,5344,5344,1994,North_African__Middle_Eastern,108,9,2003/2/11,0,0,2699,,2000129448
Fedde de Jong,M/AM RLC,19,107,-75,Holland,AZ Alkmaar,4,5,8,9,11,10,8,12,4,7,12,6,7,12,9,12,10,13,12,12,13,14,9,13,13,10,14,14,12,12,12,11,12,13,12,10,13,5,10,4,5,3,3,2,1,3,2,2,1,2,2,1,12,12,7,13,14,7,12,16,1,1,1,1,1,1,1,14,18,14,17,20,16,1,185,72,10,20,37800000,5250,5250,3004,Northern_European,105,0,2003/6/13,0,0,2000,,37084339
Kang Hyun-Muk,M/AM C,21,107,135,South Korea,Suwon Samsung Bluewings,7,3,14,8,12,9,10,9,6,10,10,8,10,12,11,13,11,11,13,11,11,10,9,11,13,9,12,17,12,11,13,9,13,11,12,12,8,12,19,12,13,1,2,3,2,4,3,4,2,1,3,1,18,13,7,8,11,10,13,13,1,1,1,1,1,1,1,1,16,1,1,20,1,1,173,67,12,20,539565,5350,5350,750,10,106,8,2001/3/28,0,0,705,,66047055
Formose Mendy,D RC,21,107,143,Senegal,Amiens SC,8,9,11,8,12,5,13,6,10,11,11,5,12,12,10,8,14,12,11,10,8,5,9,8,7,11,10,12,14,13,12,15,10,14,13,12,12,12,10,12,8,4,1,2,4,3,1,2,3,1,2,2,12,12,6,12,12,13,11,10,1,1,20,17,1,1,1,1,1,1,1,1,1,1,191,76,8,20,3134999,5350,5350,2270,African_Caribbean,102,17,2001/1/2,0,0,2846,,12079011
Giovane,AM/S L,18,107,-8,Brazil,COR,9,10,13,12,15,9,11,10,9,5,11,9,5,12,11,12,7,9,10,12,11,13,11,10,13,9,13,11,14,13,11,10,12,13,11,12,9,8,14,8,11,1,3,2,2,1,3,2,3,2,1,3,17,12,6,12,9,11,10,17,1,1,1,1,1,1,1,10,1,8,18,1,13,20,180,0,20,8,13381162,5350,5350,1724,Mixed_Race,108,5,2003/11/24,0,0,1427,,2000123485
Alexander Sosa,S,20,107,136,Argentina,Club Atlético Patronato de la Juventud Católica,9,6,12,13,15,9,12,9,5,5,10,8,7,13,9,11,10,9,5,9,10,11,13,14,13,10,9,11,13,13,13,11,8,13,15,8,20,15,9,9,10,2,3,3,3,2,4,3,1,1,3,1,14,8,4,10,10,12,11,19,1,1,1,1,1,1,1,1,1,1,12,8,5,20,189,0,20,8,2080055,5258,5258,2322,Mediterranean_Hispanic,104,4,2002/5/20,0,0,226,,14252502
Luka Gagnidze,DM/M C,19,107,-75,Georgia,Dinamo Moscow,12,10,12,10,13,12,6,11,3,6,13,6,10,14,15,13,7,8,12,13,10,3,16,12,11,12,10,13,13,13,10,8,12,11,11,7,14,13,10,8,13,1,2,2,1,2,3,2,1,2,1,3,7,13,7,10,10,10,14,15,1,1,1,1,1,1,18,1,20,8,1,11,9,1,175,68,12,20,17454238,5150,5400,2660,Northern_European,103,1,2003/2/28,0,0,2400,,2000063176
Luke Fleurs,D C,22,107,140,South Africa,SuperSport United Football Club,5,5,8,5,8,5,12,5,7,10,10,3,11,9,9,13,13,7,10,4,15,14,5,2,9,11,9,10,14,11,10,10,11,13,11,11,16,9,3,7,14,1,3,1,3,1,2,2,2,2,3,3,12,13,3,15,12,10,12,10,1,1,20,1,1,1,1,1,1,1,1,1,1,1,185,80,12,20,298382,6100,6057,2978,Mixed_Race,95,13,2000/3/3,0,0,3602,,65039138
Julián Romero,S,18,107,-8,Argentina,Club Atlético Independiente,10,10,12,10,16,10,9,11,10,9,11,8,8,12,15,14,16,8,11,11,14,15,14,3,12,11,10,11,9,11,16,9,12,11,12,14,10,10,7,12,10,3,1,3,1,2,2,1,3,1,2,1,13,11,7,11,11,11,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,20,173,72,10,20,6267562,5300,5300,2850,Mediterranean_Hispanic,102,5,2003/9/28,0,0,3081,,2000085450
Adam Karabec,AM C,19,107,-8,Czech Republic,Sparta Prague,9,6,12,10,14,10,8,7,7,6,11,12,7,13,5,11,6,11,11,9,10,13,16,7,11,7,8,11,15,12,13,11,13,14,13,11,10,5,13,8,10,4,2,3,3,1,1,3,2,2,3,2,11,14,5,9,10,13,13,10,1,1,1,1,1,1,1,1,15,1,1,20,1,1,181,0,20,11,6744919,5347,5347,3999,Northern_European,104,1,2003/7/2,0,0,654,,25062522
Quinn Sullivan,M/AM RC,18,107,-8,"United States,Germany,Bangladesh",Philadelphia Union,11,11,12,10,12,11,9,13,9,11,12,7,10,11,8,13,9,11,10,12,13,8,14,4,12,11,13,14,13,12,11,9,16,12,16,9,10,4,8,9,11,1,2,3,1,3,1,2,1,1,3,3,13,8,3,12,12,9,11,12,1,1,1,1,1,1,1,1,15,17,1,20,20,10,181,72,8,20,7399214,5704,5454,3217,Northern_European,112,5,2004/3/27,0,0,2005,,2000082511
Sem Westerveld,GK,20,107,-75,"Holland,Pays Basque,Spain",AZ Alkmaar,6,1,1,2,9,9,1,1,3,2,11,3,3,7,10,11,12,9,15,9,9,10,2,13,1,15,10,9,9,12,10,15,12,11,9,7,12,12,8,13,14,15,10,10,5,13,9,12,12,11,13,13,11,12,3,11,12,12,10,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,0,8,20,25440000,5250,5250,2768,Northern_European,102,1,2002/7/18,0,0,1373,,37079077
Ben Bobzien,AM RL,19,107,-75,Germany,1. FSV Mainz 05,11,11,14,12,12,11,6,10,2,4,12,11,5,14,8,11,8,10,8,12,9,13,15,3,12,5,10,10,14,13,10,7,13,14,11,7,12,2,2,4,13,3,4,3,2,1,2,1,1,2,1,1,8,14,2,15,12,16,12,12,1,1,1,1,1,10,1,15,1,15,20,14,18,14,180,0,12,20,30560000,5339,5339,3839,Northern_European,104,4,2003/4/29,0,0,6711,,2000069289
Isaac Tshibangu,AM RL,19,107,-75,Democratic Republic of Congo,Bandırmaspor,6,8,11,11,11,9,11,8,9,8,10,6,4,12,12,11,11,10,9,10,9,14,13,5,12,11,10,12,14,13,12,12,14,15,10,12,14,7,4,9,10,1,1,1,3,3,2,2,2,1,1,3,8,14,2,12,13,9,15,14,1,1,1,1,1,1,1,14,1,12,20,1,17,15,180,0,8,20,1004325,5600,5500,3600,African_Caribbean,98,16,2003/5/17,2,0,4999,,13230845
Miguel Silveira,AM RC,19,107,-8,"Brazil,Portugal",BRA,9,11,14,12,13,9,7,11,6,6,12,10,7,14,13,8,10,10,9,13,12,9,13,3,13,7,11,11,13,14,10,6,12,12,11,8,11,5,11,5,12,1,2,2,1,3,2,1,4,2,1,3,14,11,3,9,10,12,6,19,1,1,1,1,1,1,1,1,1,1,12,20,15,12,172,65,10,20,7574574,5300,5300,2226,Mediterranean_Hispanic,104,9,2003/3/26,0,0,1311,,19387391
Daniil Khudyakov,GK,18,107,-8,Russia,Lokomotiv Moscow,3,2,1,2,9,5,11,1,1,3,11,3,1,10,14,12,13,13,9,10,11,3,1,8,2,9,12,12,12,10,14,16,13,12,7,16,14,5,19,9,13,14,10,10,9,9,10,13,12,11,9,12,18,8,8,12,10,8,12,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,193,88,12,20,17454238,5487,5487,2889,Northern_European,104,6,2004/1/9,0,0,19303,,2000082330
Vincent Müller,GK,21,107,137,Germany,MSV Duisburg,4,2,1,3,2,8,1,2,2,2,12,2,3,7,5,13,15,4,12,6,14,13,1,8,2,12,9,7,12,14,9,14,15,13,2,6,11,11,18,13,11,14,12,7,7,14,13,12,14,8,10,9,7,13,7,13,13,13,13,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,0,4,20,1325000,5334,5334,3541,Northern_European,110,3,2000/8/23,0,0,2500,,92101511
Alex Lowry,M/AM C,19,107,-8,Scotland,Rangers,11,9,13,15,12,15,7,13,4,7,12,5,8,14,4,9,5,13,11,14,6,10,12,3,12,6,7,6,16,15,13,13,17,16,15,5,11,5,4,8,7,2,3,2,1,2,1,4,1,3,2,2,18,12,5,11,15,12,10,11,1,1,1,1,1,1,12,1,17,1,1,20,1,1,187,0,8,20,18338293,5350,5350,3300,Northern_European,111,1,2003/6/23,0,0,6960,,61094101
Laurenz Dehl,AM/S C,20,107,139,Germany,1. FC Union Berlin,8,8,13,13,14,7,9,10,5,5,11,11,7,13,11,12,10,11,10,11,11,10,10,6,13,7,8,12,13,13,10,10,11,12,12,10,10,8,11,8,8,3,1,2,3,2,3,3,3,2,3,2,16,12,4,12,11,11,9,14,1,1,1,1,1,1,1,1,1,1,13,20,1,18,181,70,12,20,3775000,5000,5000,2500,Northern_European,106,1,2001/12/12,0,0,2500,Bohemian F.C.,92102950
Vyacheslav Litvinov,D C,21,107,141,Russia,FC Krasnodar,5,3,2,5,4,3,14,5,5,14,8,4,14,8,7,13,10,9,11,7,14,15,5,12,8,12,8,9,13,14,9,14,15,14,6,10,15,8,11,11,16,3,3,2,3,1,1,3,4,1,3,1,10,12,2,11,9,9,11,17,1,1,20,12,1,1,1,1,1,1,1,1,1,1,190,75,8,20,6870108,5000,5000,2734,Northern_European,105,255,2001/4/1,0,0,10337,,58152072
Sean McGurk,AM RLC,19,107,-75,England,Leeds United,6,10,13,11,12,7,5,9,2,5,12,8,4,14,12,12,10,11,7,12,10,12,15,3,11,5,12,13,15,11,11,6,11,13,13,7,9,6,12,12,12,3,1,1,4,3,2,3,3,2,3,1,12,13,11,10,11,11,8,8,1,1,1,1,1,1,1,14,12,14,16,20,16,1,179,0,13,20,26919362,5494,5344,2994,Northern_European,103,0,2003/3/15,0,0,2320,,29233534
Suphanat Mueanta,AM/S RL,19,107,143,Thailand,Buriram United,3,8,13,14,13,5,8,7,4,5,10,12,7,13,9,13,11,13,13,12,13,15,14,3,14,5,12,11,12,13,7,8,13,12,12,10,13,6,13,9,10,2,3,2,1,1,2,2,1,1,2,2,14,15,4,14,13,15,16,13,1,1,1,1,1,1,1,1,1,1,17,1,17,20,175,63,13,20,990182,5430,5830,2474,South_East_Asian,107,11,2002/8/2,7,3,951,,23414964
Garcia,D/WB R,20,107,-75,Brazil,SEP,11,13,12,7,12,11,8,11,8,10,12,1,14,14,9,10,10,9,10,12,14,9,10,10,12,9,13,13,10,13,9,8,16,10,12,7,14,13,6,12,17,2,4,3,1,3,2,2,1,1,3,3,16,12,1,12,13,11,11,20,1,1,1,20,1,17,1,1,1,1,1,1,1,1,177,68,10,20,7552978,5314,5314,2728,Mixed_Race,97,9,2002/1/4,0,0,1452,,19360960
Luca Philipp,GK,21,107,137,Germany,TSG Hoffenheim,5,3,1,3,6,7,1,2,2,1,12,5,3,6,11,9,14,9,11,8,14,5,3,12,1,9,9,8,12,13,9,14,17,12,6,7,13,5,11,5,12,14,10,10,5,8,13,13,14,8,5,11,13,13,2,11,9,13,10,10,20,1,1,1,1,1,1,1,1,1,1,1,1,1,192,83,11,20,3100000,5300,5300,2772,Northern_European,105,2,2000/11/28,0,0,3122,,91207263
Franco Tongya,AM RC,20,107,-75,"Italy,Cameroon",Odense Boldklub,7,10,13,10,12,8,8,9,6,6,11,9,7,13,12,10,8,10,11,11,10,16,14,7,12,7,10,13,13,13,14,9,16,13,12,11,13,7,14,5,18,2,3,1,2,3,1,1,1,3,2,1,14,16,10,12,14,16,15,14,1,1,1,1,1,1,1,12,14,14,13,20,17,1,175,71,13,20,3304478,5300,5000,2000,North_African__Middle_Eastern,105,14,2002/3/13,0,0,2119,,43426015
Kostiantyn Vivcharenko,D L,20,107,-75,Ukraine,Dynamo Kyiv,8,11,10,6,10,9,12,7,8,12,11,5,12,11,12,11,14,9,9,10,9,14,9,12,10,12,12,15,13,13,13,11,6,13,14,13,9,7,12,6,14,1,1,1,1,2,2,2,3,1,3,1,14,12,7,12,9,12,10,16,1,20,14,4,15,4,7,4,4,1,4,1,1,1,178,76,20,10,22630493,4941,4941,1491,Northern_European,107,2,2002/6/10,0,0,1429,,71113673
Isaak Touré,D C,19,107,-75,France,Olympique de Marseille,1,6,9,7,10,5,14,7,7,12,12,7,12,11,13,12,10,11,10,10,13,12,5,5,7,11,11,11,10,7,14,17,14,12,9,17,11,8,13,16,10,3,2,2,2,3,1,1,1,2,1,1,12,13,5,10,14,13,12,11,1,8,20,1,1,1,1,1,1,1,1,1,1,1,204,99,20,8,28832203,5345,5345,2747,African_Caribbean,104,17,2003/3/28,0,0,3121,,2000006106
Aidan Morris,DM/M C,20,107,136,United States,Columbus Crew,5,8,11,7,12,7,6,8,9,12,12,8,13,13,13,10,13,9,11,11,12,14,8,11,11,11,12,14,12,10,13,12,13,12,15,14,9,7,11,7,11,3,2,1,2,3,2,2,2,3,2,3,17,9,6,10,13,13,10,16,1,10,1,1,10,1,20,1,19,1,1,1,1,1,178,71,11,20,3799153,5243,4770,2506,Northern_European,108,3,2001/11/16,0,0,3335,,72056224
Karl Jakob Hein,GK,20,107,-75,Estonia,Arsenal,5,1,2,3,9,8,1,2,2,2,8,3,3,7,10,11,13,9,11,8,10,13,6,7,3,13,12,10,12,13,9,14,16,10,10,11,11,6,17,12,14,14,9,9,4,12,14,13,14,9,11,11,16,8,4,12,11,10,11,14,20,1,1,1,1,1,1,1,1,1,1,1,1,1,194,0,8,20,30743609,5350,5750,2750,Northern_European,105,0,2002/4/13,14,0,2900,,28121290
Werik Popó,S,20,107,135,Brazil,BRA,10,8,10,12,11,10,13,10,5,7,10,8,7,11,10,12,11,12,9,8,12,12,11,11,12,5,11,10,11,10,13,14,12,11,12,16,11,10,16,8,11,1,2,2,3,2,3,2,1,3,4,2,8,10,5,10,9,12,11,18,1,1,1,1,1,1,1,1,1,1,1,1,1,20,190,87,12,20,984199,5350,5350,1250,Mediterranean_Hispanic,106,10,2001/10/17,0,0,1311,,2000115080
Robert Popa,GK,19,107,-75,Romania,U Craiova 1948 SA,3,3,3,3,8,8,2,2,3,1,16,5,3,8,5,9,14,12,11,11,10,13,13,14,1,11,11,13,11,11,8,15,15,9,12,14,12,3,13,2,9,12,10,11,8,11,13,14,13,11,12,11,13,13,5,12,14,12,11,9,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,83,8,20,2275499,5600,5600,5250,Mediterranean_Hispanic,107,4,2003/3/5,0,0,2655,,57187807
David Kalokoh,AM RLC,17,107,-9,"Holland,Sierra Leone",AFC Ajax,9,8,13,10,14,9,6,9,6,5,11,7,4,13,8,9,12,10,8,11,9,13,14,6,9,4,9,11,12,13,10,8,11,13,10,9,7,8,11,11,10,2,2,2,1,1,2,2,2,3,1,2,18,12,10,11,11,9,10,11,1,1,1,1,1,1,1,14,10,1,20,17,15,15,186,0,12,20,48600001,5349,5349,3018,African_Caribbean,92,12,2005/4/23,0,0,3999,,2000046140
Enis Fazlagic,DM/M C,22,107,138,North Macedonia,Wisła Kraków,10,10,11,7,9,10,10,11,4,16,14,6,12,9,12,15,10,12,9,14,10,17,5,11,10,11,11,13,13,10,11,14,13,11,9,13,12,12,13,5,14,2,3,4,2,3,3,3,2,2,3,1,11,10,7,12,9,12,10,10,1,1,1,1,1,1,18,1,20,1,1,1,1,1,186,76,11,20,846374,5347,5347,2498,Mediterranean_Hispanic,103,4,2000/3/27,1,0,2500,FK DAC 1904 Dunajska Streda,47064647
Bohdan Viunnyk,S,20,107,-75,Ukraine,Shakhtar Donetsk,5,11,8,12,11,6,12,9,3,6,10,12,8,13,9,11,11,12,10,11,12,11,7,7,12,10,10,12,12,12,13,12,11,12,12,14,10,4,9,9,8,2,2,1,3,1,2,1,1,2,2,2,7,6,5,20,9,15,11,7,1,1,1,1,1,1,1,1,1,1,13,1,13,20,178,0,12,20,27587651,5381,5371,3475,Northern_European,107,2,2002/5/21,0,0,3127,FC Zürich,71108252
